id, img1, img2
1665, 76, 641
1666, 262, 910
1667, 648, 943
1668, 123, 576
1669, 174, 278
1670, 53, 411
1671, 441, 487
1672, 611, 975
1673, 127, 304
1674, 212, 596
1675, 231, 409
1676, 366, 812
1677, 294, 758
1678, 650, 815
1679, 97, 630
1680, 261, 789
1681, 209, 634
1682, 3, 951
1683, 536, 851
1684, 887, 991
1685, 108, 926
1686, 804, 859
1687, 104, 782
1688, 210, 240
1689, 27, 714
1690, 458, 747
1691, 821, 840
1692, 333, 897
1693, 378, 454
1694, 238, 517
1695, 562, 608
1696, 28, 527
1697, 674, 958
1698, 896, 994
1699, 511, 776
1700, 78, 146
1701, 222, 677
1702, 339, 713
1703, 113, 900
1704, 149, 783
1705, 105, 945
1706, 90, 705
1707, 211, 316
1708, 54, 445
1709, 197, 825
1710, 32, 406
1711, 310, 878
1712, 233, 595
1713, 364, 504
1714, 469, 808
1715, 107, 881
1716, 46, 453
1717, 247, 843
1718, 302, 976
1719, 208, 640
1720, 660, 997
1721, 206, 281
1722, 498, 862
1723, 355, 939
1724, 698, 973
1725, 129, 999
1726, 246, 617
1727, 159, 771
1728, 250, 557
1729, 586, 925
1730, 36, 502
1731, 829, 870
1732, 201, 639
1733, 455, 799
1734, 443, 619
1735, 736, 850
1736, 185, 460
1737, 510, 793
1738, 23, 909
1739, 618, 668
1740, 690, 924
1741, 345, 905
1742, 408, 846
1743, 1, 449
1744, 171, 605
1745, 678, 892
1746, 479, 830
1747, 165, 763
1748, 385, 486
1749, 63, 313
1750, 10, 667
1751, 292, 529
1752, 448, 472
1753, 773, 805
1754, 22, 841
1755, 86, 166
1756, 299, 649
1757, 154, 399
1758, 77, 810
1759, 188, 293
1760, 325, 777
1761, 161, 415
1762, 264, 327
1763, 151, 169
1764, 826, 852
1765, 616, 974
1766, 242, 953
1767, 168, 831
1768, 20, 552
1769, 216, 551
1770, 439, 792
1771, 291, 871
1772, 572, 904
1773, 260, 560
1774, 599, 844
1775, 15, 592
1776, 581, 651
1777, 682, 780
1778, 437, 540
1779, 362, 661
1780, 26, 322
1781, 506, 683
1782, 170, 505
1783, 384, 781
1784, 276, 838
1785, 396, 798
1786, 167, 463
1787, 157, 386
1788, 25, 121
1789, 501, 920
1790, 196, 526
1791, 351, 554
1792, 312, 745
1793, 2, 8
1794, 794, 995
1795, 114, 580
1796, 543, 749
1797, 73, 376
1798, 436, 564
1799, 58, 676
1800, 388, 467
1801, 84, 928
1802, 11, 832
1803, 203, 652
1804, 422, 585
1805, 17, 929
1806, 245, 400
1807, 213, 284
1808, 100, 723
1809, 546, 778
1810, 21, 746
1811, 631, 645
1812, 71, 72
1813, 444, 632
1814, 473, 966
1815, 968, 998
1816, 99, 689
1817, 489, 820
1818, 184, 296
1819, 679, 964
1820, 40, 160
1821, 275, 962
1822, 112, 303
1823, 133, 434
1824, 195, 874
1825, 908, 985
1826, 558, 654
1827, 136, 297
1828, 51, 734
1829, 785, 857
1830, 643, 941
1831, 425, 522
1832, 495, 880
1833, 41, 917
1834, 491, 823
1835, 381, 737
1836, 315, 402
1837, 835, 934
1838, 418, 766
1839, 61, 868
1840, 193, 768
1841, 106, 959
1842, 671, 983
1843, 62, 318
1844, 98, 152
1845, 241, 290
1846, 176, 419
1847, 446, 757
1848, 348, 809
1849, 550, 675
1850, 199, 915
1851, 66, 750
1852, 271, 334
1853, 349, 742
1854, 393, 865
1855, 426, 507
1856, 335, 717
1857, 298, 762
1858, 395, 553
1859, 109, 234
1860, 515, 774
1861, 390, 684
1862, 656, 890
1863, 461, 759
1864, 218, 224
1865, 687, 882
1866, 12, 657
1867, 24, 387
1868, 601, 797
1869, 451, 860
1870, 34, 369
1871, 440, 760
1872, 235, 368
1873, 214, 636
1874, 135, 861
1875, 858, 886
1876, 421, 923
1877, 120, 514
1878, 47, 342
1879, 14, 756
1880, 83, 818
1881, 128, 883
1882, 300, 367
1883, 431, 848
1884, 237, 537
1885, 309, 914
1886, 45, 359
1887, 413, 450
1888, 147, 200
1889, 29, 921
1890, 156, 603
1891, 287, 692
1892, 483, 629
1893, 252, 697
1894, 81, 92
1895, 42, 807
1896, 37, 664
1897, 482, 940
1898, 13, 969
1899, 485, 845
1900, 102, 722
1901, 172, 187
1902, 273, 956
1903, 902, 922
1904, 229, 685
1905, 708, 791
1906, 132, 478
1907, 534, 655
1908, 360, 598
1909, 587, 720
1910, 602, 644
1911, 59, 753
1912, 710, 811
1913, 624, 866
1914, 481, 573
1915, 6, 681
1916, 786, 888
1917, 338, 466
1918, 490, 869
1919, 49, 122
1920, 226, 597
1921, 158, 884
1922, 704, 911
1923, 270, 323
1924, 39, 822
1925, 82, 960
1926, 383, 863
1927, 266, 452
1928, 567, 947
1929, 371, 889
1930, 215, 496
1931, 493, 919
1932, 308, 311
1933, 272, 965
1934, 353, 816
1935, 124, 295
1936, 470, 591
1937, 729, 948
1938, 563, 769
1939, 519, 582
1940, 91, 990
1941, 499, 542
1942, 819, 949
1943, 462, 933
1944, 321, 787
1945, 420, 748
1946, 438, 577
1947, 330, 332
1948, 140, 992
1949, 412, 583
1950, 65, 204
1951, 253, 899
1952, 404, 706
1953, 220, 950
1954, 67, 516
1955, 532, 984
1956, 508, 615
1957, 110, 795
1958, 148, 317
1959, 145, 255
1960, 117, 876
1961, 666, 988
1962, 249, 1000
1963, 251, 547
1964, 33, 903
1965, 207, 854
1966, 709, 913
1967, 570, 755
1968, 836, 849
1969, 523, 743
1970, 357, 788
1971, 142, 635
1972, 324, 347
1973, 343, 977
1974, 221, 594
1975, 306, 772
1976, 391, 957
1977, 578, 735
1978, 141, 442
1979, 56, 60
1980, 658, 695
1981, 163, 225
1982, 575, 699
1983, 89, 875
1984, 340, 373
1985, 468, 669
1986, 69, 935
1987, 173, 314
1988, 375, 642
1989, 336, 730
1990, 607, 873
1991, 544, 545
1992, 52, 125
1993, 561, 895
1994, 79, 918
1995, 834, 877
1996, 930, 987
1997, 839, 931
1998, 842, 912
1999, 219, 732
2000, 761, 800
